SEQN,RIDAGEMN,RIDRETH1,DMDEDUC2,DMDMARTL
43807,266,3,5,5
43808,239,1,NA,NA
43809,108,4,NA,NA
43810,253,3,3,5
43811,48,3,NA,NA
43812,86,4,NA,NA
43813,878,3,5,1
43814,213,4,NA,NA
43815,214,3,NA,NA
43816,926,3,4,3
43817,238,4,NA,NA
43818,212,3,NA,NA
43819,63,4,NA,NA
43820,29,2,NA,NA
43821,55,4,NA,NA
43822,595,3,5,3
43823,374,3,2,1
43824,955,3,3,1
43825,597,4,2,1
43826,722,3,4,1
43827,723,3,4,1
43828,213,2,NA,NA
43829,886,4,2,2
43830,534,1,4,1
43831,125,2,NA,NA
43832,35,3,NA,NA
43833,929,3,5,1
43834,380,3,4,1
43835,156,4,NA,NA
43836,625,4,5,1
43837,177,3,NA,NA
43838,385,4,4,1
43839,814,3,4,3
43840,NA,3,1,2
43841,897,3,5,1
43842,755,2,5,1
43843,737,3,4,1
43844,436,5,5,1
43845,112,1,NA,NA
43846,15,2,NA,NA
43847,783,1,2,3
43848,528,1,3,1
43849,51,4,NA,NA
43850,303,1,2,6
43851,28,1,NA,NA
43852,626,4,2,5
43853,932,2,1,1
43854,13,3,NA,NA
43855,6,1,NA,NA
43856,472,3,5,1
43857,580,1,1,6
43858,69,3,NA,NA
43859,955,3,2,1
43860,2,1,NA,NA
43861,NA,3,4,2
43862,638,4,3,1
43863,204,1,NA,NA
43864,788,3,3,1
43865,626,4,4,4
43866,151,1,NA,NA
43867,767,3,3,1
43868,317,2,2,3
43869,27,4,NA,NA
43870,5,3,NA,NA
43871,703,4,5,1
43872,17,4,NA,NA
43873,175,3,NA,NA
43874,323,2,3,1
43875,15,4,NA,NA
43876,159,4,NA,NA
43877,NA,3,4,2
43878,34,5,NA,NA
43879,88,2,NA,NA
43880,114,3,NA,NA
43881,769,3,5,1
43882,605,4,3,1
43883,78,4,NA,NA
43884,198,2,NA,NA
43885,266,1,3,5
43886,274,1,2,6
43887,NA,1,1,2
43888,524,2,1,1
43889,335,3,3,6
43890,NA,3,5,1
43891,801,4,3,3
43892,426,1,1,1
43893,546,4,4,4
43894,107,2,NA,NA
43895,603,3,4,6
43896,586,3,4,3
43897,2,1,NA,NA
43898,185,4,NA,NA
43899,422,3,3,1
43900,20,3,NA,NA
43901,7,3,NA,NA
43902,502,3,5,1
43903,NA,3,5,4
43904,846,3,2,1
43905,886,3,5,1
43906,818,4,2,1
43907,219,3,NA,NA
43908,667,3,4,1
43909,437,5,5,1
43910,639,1,1,1
43911,729,3,4,3
43912,262,1,2,5
43913,192,4,NA,NA
43914,650,2,4,6
43915,4,3,NA,NA
43916,663,3,2,1
43917,175,2,NA,NA
43918,147,3,NA,NA
43919,94,3,NA,NA
43920,520,4,5,3
43921,8,5,NA,NA
43922,15,1,NA,NA
43923,808,1,1,1
43924,541,3,4,3
43925,136,4,NA,NA
43926,861,3,4,5
43927,205,4,NA,NA
43928,259,2,2,6
43929,NA,2,2,2
43930,8,1,NA,NA
43931,120,4,NA,NA
43932,331,4,3,6
43933,13,3,NA,NA
43934,NA,3,3,1
43935,358,3,4,6
43936,180,4,NA,NA
43937,564,3,1,1
43938,84,1,NA,NA
43939,428,2,2,5
43940,NA,4,1,2
43941,225,3,NA,NA
43942,755,3,4,1
43943,148,4,NA,NA
43944,414,2,1,1
43945,851,3,3,1
43946,188,2,NA,NA
43947,1,2,NA,NA
43948,68,1,NA,NA
43949,502,2,3,6
43950,122,2,NA,NA
43951,27,3,NA,NA
43952,87,3,NA,NA
43953,205,3,NA,NA
43954,252,4,2,6
43955,324,1,2,5
43956,NA,5,1,2
43957,539,2,5,3
43958,109,1,NA,NA
43959,689,3,3,2
43960,523,1,3,1
43961,206,2,NA,NA
43962,897,3,3,1
43963,376,3,5,1
43964,943,3,1,1
43965,45,1,NA,NA
43966,855,3,3,1
43967,34,3,NA,NA
43968,627,3,4,3
43969,551,4,4,3
43970,29,3,NA,NA
43971,627,5,4,1
43972,168,1,NA,NA
43973,539,1,2,2
43974,4,1,NA,NA
43975,138,3,NA,NA
43976,721,1,2,1
43977,745,3,2,1
43978,146,3,NA,NA
43979,62,3,NA,NA
43980,640,1,2,1
43981,549,3,2,3
43982,NA,4,1,1
43983,45,4,NA,NA
43984,32,1,NA,NA
43985,224,4,NA,NA
43986,286,4,4,6
43987,32,1,NA,NA
43988,325,5,3,1
43989,659,4,3,3
43990,63,5,NA,NA
43991,739,2,1,4
43992,255,1,4,5
43993,NA,3,3,2
43994,562,3,3,3
43995,NA,3,2,1
43996,191,4,NA,NA
43997,725,2,5,3
43998,23,3,NA,NA
43999,622,1,2,1
44000,214,1,NA,NA
44001,592,4,5,1
44002,191,4,NA,NA
44003,193,3,NA,NA
44004,614,4,5,3
44005,275,1,1,1
44006,108,2,NA,NA
44007,160,1,NA,NA
44008,476,2,4,1
44009,70,3,NA,NA
44010,872,1,1,1
44011,440,4,4,1
44012,583,3,3,1
44013,618,3,3,1
44014,178,1,NA,NA
44015,305,5,5,5
44016,539,3,3,1
44017,510,3,3,1
44018,38,4,NA,NA
44019,432,2,2,5
44020,225,3,NA,NA
44021,861,3,3,1
44022,531,4,5,1
44023,105,1,NA,NA
44024,287,4,3,5
44025,100,3,NA,NA
44026,35,1,NA,NA
44027,916,3,1,1
44028,34,5,NA,NA
44029,843,3,5,2
44030,121,1,NA,NA
44031,203,3,NA,NA
44032,569,4,4,3
44033,565,3,5,1
44034,596,3,5,1
44035,339,4,4,5
44036,125,3,NA,NA
44037,159,1,NA,NA
44038,181,2,NA,NA
44039,686,2,1,1
44040,515,5,3,1
44041,723,4,5,1
44042,629,1,1,1
44043,239,4,NA,NA
44044,NA,1,2,2
44045,783,3,2,2
44046,195,5,NA,NA
44047,275,3,5,5
44048,738,1,2,3
44049,363,4,3,6
44050,248,3,2,6
44051,390,3,2,1
44052,496,1,4,1
44053,NA,3,3,1
44054,2,5,NA,NA
44055,NA,3,1,2
44056,17,2,NA,NA
44057,267,3,4,6
44058,465,4,4,5
44059,627,3,4,3
44060,830,3,5,3
44061,NA,3,5,2
44062,931,1,1,1
44063,480,3,3,4
44064,324,1,3,5
44065,199,3,NA,NA
44066,667,1,1,4
44067,242,4,3,5
44068,725,1,3,1
44069,919,4,3,2
44070,73,4,NA,NA
44071,526,3,5,1
44072,656,4,5,1
44073,415,3,3,5
44074,269,3,2,5
44075,120,4,NA,NA
44076,8,4,NA,NA
44077,146,2,NA,NA
44078,54,3,NA,NA
44079,236,2,NA,NA
44080,5,3,NA,NA
44081,301,3,3,1
44082,NA,3,5,1
44083,185,4,NA,NA
44084,275,1,3,4
44085,949,3,3,1
44086,604,4,3,3
44087,110,3,NA,NA
44088,820,4,2,2
44089,536,5,1,3
44090,795,3,1,3
44091,588,2,1,3
44092,567,3,2,1
44093,439,3,4,3
44094,37,1,NA,NA
44095,290,4,3,5
44096,779,2,1,1
44097,848,3,5,1
44098,410,3,3,1
44099,166,4,NA,NA
44100,330,4,4,5
44101,26,3,NA,NA
44102,217,1,NA,NA
44103,111,1,NA,NA
44104,NA,3,4,1
44105,58,3,NA,NA
44106,936,4,3,2
44107,31,5,NA,NA
44108,NA,3,1,3
44109,514,4,2,5
44110,399,3,4,3
44111,348,4,4,5
44112,393,1,4,5
44113,540,2,5,1
44114,168,1,NA,NA
44115,923,3,5,5
44116,NA,1,1,2
44117,814,4,2,2
44118,49,2,NA,NA
44119,152,1,NA,NA
44120,859,2,5,1
44121,407,3,3,3
44122,201,3,NA,NA
44123,648,3,3,3
44124,453,3,5,1
44125,198,3,NA,NA
44126,730,3,5,6
44127,208,1,NA,NA
44128,356,4,2,5
44129,612,2,4,1
44130,647,5,5,1
44131,314,3,3,6
44132,695,4,2,1
44133,573,3,4,1
44134,209,3,NA,NA
44135,110,4,NA,NA
44136,69,4,NA,NA
44137,114,4,NA,NA
44138,141,1,NA,NA
44139,101,3,NA,NA
44140,49,3,NA,NA
44141,933,1,1,1
44142,337,5,4,5
44143,178,4,NA,NA
44144,388,2,5,1
44145,199,3,NA,NA
44146,52,3,NA,NA
44147,529,1,2,1
44148,385,1,3,5
44149,NA,3,3,2
44150,584,3,2,6
44151,139,4,NA,NA
44152,140,4,NA,NA
44153,14,2,NA,NA
44154,425,3,4,5
44155,857,4,3,1
44156,590,1,1,5
44157,307,1,5,5
44158,916,1,4,1
44159,221,3,NA,NA
44160,406,1,2,1
44161,82,4,NA,NA
44162,867,3,4,1
44163,550,3,1,5
44164,NA,3,1,1
44165,594,1,5,1
44166,57,4,NA,NA
44167,207,4,NA,NA
44168,29,1,NA,NA
44169,390,3,3,1
44170,21,3,NA,NA
44171,324,3,4,1
44172,54,3,NA,NA
44173,396,3,5,6
44174,54,1,NA,NA
44175,388,3,2,1
44176,884,3,1,2
44177,315,4,4,5
44178,491,1,1,4
44179,9,4,NA,NA
44180,543,2,4,1
44181,411,4,2,5
44182,715,2,2,1
44183,282,1,2,5
44184,592,3,2,1
44185,77,1,NA,NA
44186,698,1,4,1
44187,558,3,2,1
44188,1,1,NA,NA
44189,666,3,3,1
44190,861,4,2,3
44191,NA,4,4,1
44192,11,3,NA,NA
44193,349,3,4,1
44194,439,1,2,1
44195,828,2,1,1
44196,490,1,1,5
44197,280,4,3,5
44198,38,3,NA,NA
44199,201,4,NA,NA
44200,NA,3,5,1
44201,916,3,4,1
44202,206,2,NA,NA
44203,426,1,2,1
44204,10,4,NA,NA
44205,390,4,5,1
44206,550,1,1,6
44207,8,3,NA,NA
44208,812,4,4,1
44209,714,5,4,2
44210,856,3,5,1
44211,309,4,3,5
44212,193,4,NA,NA
44213,611,3,5,1
44214,13,3,NA,NA
44215,883,3,4,1
44216,69,1,NA,NA
44217,641,4,4,1
44218,778,2,3,1
44219,16,4,NA,NA
44220,470,3,5,2
44221,335,4,2,6
44222,158,4,NA,NA
44223,686,1,1,1
44224,144,2,NA,NA
44225,72,1,NA,NA
44226,105,5,NA,NA
44227,10,1,NA,NA
44228,648,3,3,3
44229,871,3,3,1
44230,207,3,NA,NA
44231,374,3,3,5
44232,456,3,4,3
44233,788,1,2,3
44234,9,1,NA,NA
44235,46,3,NA,NA
44236,145,3,NA,NA
44237,352,4,3,6
44238,733,3,5,1
44239,125,4,NA,NA
44240,866,3,4,3
44241,561,3,4,3
44242,105,1,NA,NA
44243,720,1,5,1
44244,87,1,NA,NA
44245,486,3,4,5
44246,202,4,NA,NA
44247,446,3,5,1
44248,485,3,3,3
44249,684,2,1,4
44250,407,1,4,4
44251,195,4,NA,NA
44252,703,2,1,5
44253,397,4,2,1
44254,285,3,4,6
44255,725,3,5,3
44256,136,1,NA,NA
44257,606,3,5,1
44258,0,3,NA,NA
44259,754,3,3,1
44260,932,2,4,2
44261,548,3,3,1
44262,429,3,3,1
44263,141,3,NA,NA
44264,464,4,4,5
44265,485,3,3,5
44266,477,2,1,6
44267,450,1,1,1
44268,953,1,1,2
44269,490,3,2,1
44270,14,3,NA,NA
44271,572,1,1,1
44272,34,1,NA,NA
44273,234,2,NA,NA
44274,456,3,3,5
44275,750,4,4,3
44276,913,3,2,2
44277,137,2,NA,NA
44278,9,4,NA,NA
44279,NA,3,4,2
44280,136,3,NA,NA
44281,893,1,1,1
44282,40,1,NA,NA
44283,45,4,NA,NA
44284,283,3,3,5
44285,660,4,3,5
44286,562,1,1,1
44287,621,1,4,1
44288,617,4,2,6
44289,493,4,2,3
44290,856,4,1,1
44291,475,3,4,3
44292,75,1,NA,NA
44293,140,4,NA,NA
44294,6,2,NA,NA
44295,783,3,1,2
44296,887,3,3,1
44297,113,2,NA,NA
44298,736,4,2,6
44299,805,1,3,3
44300,74,5,NA,NA
44301,179,4,NA,NA
44302,875,1,1,1
44303,386,2,1,5
44304,446,5,5,1
44305,646,3,4,1
44306,64,4,NA,NA
44307,688,2,3,1
44308,136,1,NA,NA
44309,238,4,NA,NA
44310,243,3,4,5
44311,46,4,NA,NA
44312,433,2,1,1
44313,748,5,3,1
44314,138,3,NA,NA
44315,162,4,NA,NA
44316,793,2,3,1
44317,549,4,4,1
44318,374,5,1,1
44319,174,4,NA,NA
44320,576,3,4,1
44321,168,3,NA,NA
44322,17,3,NA,NA
44323,18,2,NA,NA
44324,NA,2,3,6
44325,63,5,NA,NA
44326,486,3,2,1
44327,655,5,1,1
44328,286,2,2,5
44329,796,2,5,1
44330,75,1,NA,NA
44331,498,5,4,1
44332,939,3,5,2
44333,940,3,5,1
44334,217,3,NA,NA
44335,95,3,NA,NA
44336,532,3,1,6
44337,18,4,NA,NA
44338,387,4,4,4
44339,376,1,1,1
44340,20,3,NA,NA
44341,146,4,NA,NA
44342,20,4,NA,NA
44343,819,3,3,3
44344,818,3,5,1
44345,891,3,3,1
44346,559,3,3,4
44347,229,4,NA,NA
44348,3,2,NA,NA
44349,262,1,3,5
44350,105,1,NA,NA
44351,686,3,5,1
44352,NA,3,3,1
44353,NA,3,3,3
44354,552,3,4,3
44355,184,3,NA,NA
44356,723,2,1,3
44357,672,1,1,1
44358,303,1,5,3
44359,90,3,NA,NA
44360,561,1,2,6
44361,903,3,5,3
44362,49,3,NA,NA
44363,443,1,2,1
44364,NA,4,3,2
44365,722,3,5,1
44366,805,3,4,3
44367,104,4,NA,NA
44368,100,5,NA,NA
44369,676,3,4,1
44370,30,4,NA,NA
44371,83,3,NA,NA
44372,528,1,4,1
44373,112,1,NA,NA
44374,103,4,NA,NA
44375,361,1,1,5
44376,121,1,NA,NA
44377,357,3,3,5
44378,163,3,NA,NA
44379,641,3,4,1
44380,655,2,1,1
44381,900,3,3,1
44382,475,4,4,3
44383,92,2,NA,NA
44384,393,4,3,1
44385,943,2,1,1
44386,620,3,3,1
44387,518,3,5,1
44388,25,4,NA,NA
44389,232,1,NA,NA
44390,263,1,1,6
44391,724,4,3,2
44392,663,4,4,5
44393,299,3,5,6
44394,51,3,NA,NA
44395,132,4,NA,NA
44396,5,4,NA,NA
44397,70,3,NA,NA
44398,474,1,5,1
44399,128,4,NA,NA
44400,721,3,5,5
44401,626,1,3,2
44402,55,3,NA,NA
44403,13,1,NA,NA
44404,607,3,4,3
44405,770,1,1,2
44406,299,2,1,1
44407,503,3,5,3
44408,328,1,3,1
44409,296,3,3,1
44410,789,4,2,4
44411,611,4,2,6
44412,415,3,3,5
44413,638,1,1,1
44414,400,4,5,1
44415,582,3,5,1
44416,153,3,NA,NA
44417,254,3,3,5
44418,519,3,5,1
44419,205,3,NA,NA
44420,NA,3,1,2
44421,228,2,NA,NA
44422,43,3,NA,NA
44423,370,3,5,5
44424,748,4,3,1
44425,304,3,4,5
44426,936,1,2,2
44427,297,3,5,5
44428,58,3,NA,NA
44429,255,4,3,6
44430,551,4,3,3
44431,564,2,1,3
44432,40,5,NA,NA
44433,794,3,3,1
44434,568,5,3,1
44435,782,3,4,1
44436,35,1,NA,NA
44437,NA,3,4,2
44438,33,4,NA,NA
44439,5,4,NA,NA
44440,482,2,3,1
44441,14,4,NA,NA
44442,548,4,3,1
44443,427,2,1,6
44444,707,5,4,5
44445,367,3,3,3
44446,586,4,4,6
44447,132,3,NA,NA
44448,23,1,NA,NA
44449,NA,3,3,2
44450,755,2,1,3
44451,458,3,5,1
44452,329,1,3,1
44453,505,5,2,3
44454,356,3,5,1
44455,776,3,3,1
44456,526,3,5,1
44457,742,3,5,1
44458,398,1,4,5
44459,202,1,NA,NA
44460,900,1,4,2
44461,267,3,4,5
44462,910,3,5,1
44463,105,1,NA,NA
44464,63,4,NA,NA
44465,761,2,5,2
44466,NA,3,3,2
44467,192,4,NA,NA
44468,233,1,NA,NA
44469,408,3,4,1
44470,110,3,NA,NA
44471,168,4,NA,NA
44472,153,3,NA,NA
44473,348,4,4,6
44474,882,2,4,3
44475,536,1,1,1
44476,NA,3,1,2
44477,238,4,NA,NA
44478,432,1,1,1
44479,787,1,2,2
44480,610,3,4,6
44481,623,2,1,3
44482,44,2,NA,NA
44483,56,4,NA,NA
44484,192,3,NA,NA
44485,130,4,NA,NA
44486,356,3,3,6
44487,755,3,5,1
44488,327,4,5,5
44489,51,3,NA,NA
44490,220,3,NA,NA
44491,235,1,NA,NA
44492,822,3,2,1
44493,48,3,NA,NA
44494,94,3,NA,NA
44495,434,5,4,1
44496,216,3,NA,NA
44497,105,1,NA,NA
44498,836,4,3,3
44499,349,1,4,6
44500,57,1,NA,NA
44501,332,4,2,6
44502,72,5,NA,NA
44503,NA,3,5,1
44504,16,3,NA,NA
44505,52,3,NA,NA
44506,86,4,NA,NA
44507,39,4,NA,NA
44508,NA,4,1,2
44509,395,5,3,5
44510,199,2,NA,NA
44511,NA,3,3,1
44512,43,3,NA,NA
44513,400,1,5,5
44514,700,3,5,2
44515,NA,3,3,2
44516,232,1,NA,NA
44517,743,3,5,6
44518,NA,3,3,2
44519,169,3,NA,NA
44520,57,1,NA,NA
44521,NA,3,2,2
44522,872,4,3,2
44523,177,3,NA,NA
44524,400,1,4,1
44525,2,3,NA,NA
44526,188,1,NA,NA
44527,499,3,2,1
44528,736,1,1,1
44529,113,3,NA,NA
44530,519,5,5,1
44531,956,4,1,1
44532,767,3,5,1
44533,492,4,4,1
44534,438,3,5,1
44535,392,1,2,1
44536,451,3,2,1
44537,195,1,NA,NA
44538,23,1,NA,NA
44539,236,1,NA,NA
44540,442,1,4,1
44541,55,5,NA,NA
44542,9,3,NA,NA
44543,94,1,NA,NA
44544,12,3,NA,NA
44545,650,3,5,1
44546,764,3,3,1
44547,199,2,NA,NA
44548,163,4,NA,NA
44549,405,1,1,1
44550,801,2,4,2
44551,294,3,4,5
44552,91,3,NA,NA
44553,136,1,NA,NA
44554,314,5,5,5
44555,146,4,NA,NA
44556,772,1,1,1
44557,116,4,NA,NA
44558,253,4,4,5
44559,547,2,2,3
44560,136,3,NA,NA
44561,107,3,NA,NA
44562,24,1,NA,NA
44563,89,3,NA,NA
44564,482,3,4,1
44565,281,5,4,5
44566,216,3,NA,NA
44567,379,1,2,1
44568,422,3,4,1
44569,799,3,3,1
44570,466,1,5,2
44571,186,4,NA,NA
44572,726,4,2,1
44573,360,1,1,6
44574,NA,3,3,1
44575,490,1,3,1
44576,540,1,2,1
44577,135,5,NA,NA
44578,639,3,3,4
44579,718,4,3,6
44580,392,1,3,1
44581,NA,1,2,1
44582,NA,3,3,1
44583,85,4,NA,NA
44584,696,3,4,3
44585,45,3,NA,NA
44586,367,1,2,6
44587,901,4,1,2
44588,640,3,4,1
44589,446,1,3,1
44590,2,2,NA,NA
44591,213,1,NA,NA
44592,291,3,3,6
44593,186,2,NA,NA
44594,NA,3,3,1
44595,488,2,5,1
44596,17,3,NA,NA
44597,882,3,3,1
44598,57,1,NA,NA
44599,NA,3,4,2
44600,749,4,5,1
44601,727,4,2,1
44602,310,4,3,5
44603,633,4,2,1
44604,502,4,5,5
44605,366,4,5,5
44606,52,2,NA,NA
44607,81,3,NA,NA
44608,249,1,3,5
44609,411,1,4,1
44610,122,4,NA,NA
44611,48,4,NA,NA
44612,97,3,NA,NA
44613,49,3,NA,NA
44614,745,4,2,2
44615,112,1,NA,NA
44616,18,1,NA,NA
44617,639,4,5,1
44618,466,2,2,1
44619,96,2,NA,NA
44620,378,1,5,1
44621,663,4,5,1
44622,NA,3,4,2
44623,304,1,5,6
44624,632,3,2,1
44625,6,5,NA,NA
44626,76,1,NA,NA
44627,724,3,5,3
44628,NA,3,4,2
44629,690,4,1,1
44630,112,1,NA,NA
44631,340,3,1,1
44632,141,2,NA,NA
44633,725,3,5,1
44634,896,4,1,1
44635,163,1,NA,NA
44636,586,4,5,1
44637,764,4,2,1
44638,331,4,1,6
44639,NA,1,2,1
44640,27,3,NA,NA
44641,22,3,NA,NA
44642,259,4,3,5
44643,683,3,5,4
44644,509,3,3,5
44645,227,4,NA,NA
44646,202,1,NA,NA
44647,513,4,3,1
44648,NA,3,2,2
44649,56,5,NA,NA
44650,7,3,NA,NA
44651,42,3,NA,NA
44652,85,4,NA,NA
44653,0,1,NA,NA
44654,83,1,NA,NA
44655,871,3,3,1
44656,799,4,4,1
44657,32,1,NA,NA
44658,214,5,NA,NA
44659,586,4,4,3
44660,8,5,NA,NA
44661,728,3,4,1
44662,7,3,NA,NA
44663,500,2,5,6
44664,276,5,3,6
44665,40,3,NA,NA
44666,71,1,NA,NA
44667,413,3,3,1
44668,558,3,5,3
44669,918,3,4,5
44670,193,4,NA,NA
44671,583,4,5,1
44672,711,3,3,2
44673,778,3,3,1
44674,542,1,5,1
44675,35,5,NA,NA
44676,713,4,3,2
44677,293,2,5,1
44678,105,4,NA,NA
44679,NA,3,3,2
44680,781,4,1,5
44681,636,1,5,1
44682,97,1,NA,NA
44683,608,5,3,1
44684,735,4,1,3
44685,693,3,4,1
44686,17,2,NA,NA
44687,16,3,NA,NA
44688,NA,2,3,2
44689,142,4,NA,NA
44690,19,3,NA,NA
44691,721,4,3,1
44692,594,3,3,6
44693,373,3,3,1
44694,453,1,2,1
44695,501,4,5,5
44696,677,5,5,1
44697,143,3,NA,NA
44698,889,3,2,1
44699,121,3,NA,NA
44700,123,2,NA,NA
44701,531,3,3,1
44702,148,4,NA,NA
44703,NA,3,4,1
44704,186,4,NA,NA
44705,83,3,NA,NA
44706,608,1,3,1
44707,69,3,NA,NA
44708,88,1,NA,NA
44709,45,3,NA,NA
44710,354,1,2,1
44711,538,2,1,6
44712,579,2,2,1
44713,174,1,NA,NA
44714,91,1,NA,NA
44715,215,3,NA,NA
44716,116,4,NA,NA
44717,51,1,NA,NA
44718,79,1,NA,NA
44719,916,2,2,1
44720,699,3,4,1
44721,108,5,NA,NA
44722,233,4,NA,NA
44723,410,4,2,5
44724,614,3,4,1
44725,NA,3,4,1
44726,412,1,3,1
44727,452,1,4,2
44728,29,1,NA,NA
44729,69,1,NA,NA
44730,53,5,NA,NA
44731,725,2,4,5
44732,640,2,5,6
44733,529,3,3,1
44734,351,1,1,5
44735,399,3,3,1
44736,583,3,3,1
44737,172,1,NA,NA
44738,632,2,3,1
44739,53,3,NA,NA
44740,133,4,NA,NA
44741,21,3,NA,NA
44742,312,4,5,5
44743,15,5,NA,NA
44744,878,3,3,1
44745,130,1,NA,NA
44746,636,4,3,3
44747,202,1,NA,NA
44748,73,3,NA,NA
44749,713,4,3,3
44750,596,3,3,1
44751,231,1,NA,NA
44752,49,2,NA,NA
44753,767,2,4,3
44754,18,2,NA,NA
44755,142,3,NA,NA
44756,9,5,NA,NA
44757,132,4,NA,NA
44758,718,2,2,1
44759,84,4,NA,NA
44760,562,2,3,1
44761,144,1,NA,NA
44762,175,2,NA,NA
44763,818,3,5,2
44764,11,3,NA,NA
44765,472,1,3,1
44766,2,3,NA,NA
44767,461,3,4,1
44768,411,2,3,5
44769,328,1,2,6
44770,812,3,5,1
44771,944,3,3,1
44772,153,3,NA,NA
44773,56,4,NA,NA
44774,827,3,3,5
44775,421,2,2,4
44776,112,3,NA,NA
44777,41,4,NA,NA
44778,644,3,3,1
44779,209,3,NA,NA
44780,597,3,3,1
44781,699,1,3,3
44782,642,2,5,1
44783,417,4,5,1
44784,628,3,2,3
44785,563,4,5,1
44786,340,2,4,5
44787,212,2,NA,NA
44788,NA,3,3,1
44789,436,3,5,1
44790,603,3,4,1
44791,770,2,4,1
44792,641,3,3,1
44793,614,5,3,1
44794,46,5,NA,NA
44795,736,3,5,1
44796,272,2,3,5
44797,NA,2,3,1
44798,163,3,NA,NA
44799,592,3,5,3
44800,58,3,NA,NA
44801,19,3,NA,NA
44802,377,3,5,1
44803,956,2,2,1
44804,NA,3,3,2
44805,208,1,NA,NA
44806,129,4,NA,NA
44807,679,4,3,5
44808,142,1,NA,NA
44809,2,3,NA,NA
44810,316,3,2,5
44811,808,3,2,1
44812,6,3,NA,NA
44813,561,5,2,1
44814,54,3,NA,NA
44815,261,3,3,5
44816,19,4,NA,NA
44817,851,2,5,1
44818,493,4,2,3
44819,24,4,NA,NA
44820,471,1,1,2
44821,809,3,3,3
44822,778,2,2,4
44823,951,3,3,3
44824,318,2,2,1
44825,603,3,3,1
44826,796,4,2,2
44827,395,1,4,1
44828,32,3,NA,NA
44829,1,4,NA,NA
44830,363,4,4,5
44831,587,3,5,1
44832,137,2,NA,NA
44833,32,3,NA,NA
44834,99,3,NA,NA
44835,28,1,NA,NA
44836,247,3,2,5
44837,64,1,NA,NA
44838,859,3,3,2
44839,903,5,1,2
44840,163,4,NA,NA
44841,9,3,NA,NA
44842,877,3,2,1
44843,298,5,5,1
44844,840,4,3,1
44845,362,2,5,1
44846,213,1,NA,NA
44847,NA,4,1,5
44848,482,1,2,1
44849,418,4,5,5
44850,866,3,2,3
44851,72,4,NA,NA
44852,515,3,4,3
44853,628,5,2,1
44854,NA,1,1,5
44855,772,3,4,2
44856,499,4,3,1
44857,197,4,NA,NA
44858,87,1,NA,NA
44859,6,1,NA,NA
44860,99,2,NA,NA
44861,16,1,NA,NA
44862,844,3,4,1
44863,384,1,2,1
44864,430,3,5,5
44865,589,3,2,1
44866,718,3,3,1
44867,356,3,4,1
44868,425,4,4,1
44869,546,3,3,1
44870,747,3,3,1
44871,626,2,4,3
44872,71,3,NA,NA
44873,NA,3,4,1
44874,NA,3,3,1
44875,374,4,4,5
44876,667,1,2,1
44877,684,4,5,1
44878,858,3,5,1
44879,65,1,NA,NA
44880,105,2,NA,NA
44881,76,3,NA,NA
44882,566,3,1,1
44883,603,4,2,1
44884,46,3,NA,NA
44885,787,3,3,3
44886,616,5,3,1
44887,430,3,5,1
44888,264,5,3,5
44889,287,3,5,5
44890,219,4,NA,NA
44891,604,3,5,3
44892,545,1,3,6
44893,531,3,4,4
44894,6,2,NA,NA
44895,194,4,NA,NA
44896,323,3,5,5
44897,30,2,NA,NA
44898,639,4,2,1
44899,919,3,3,2
44900,235,5,NA,NA
44901,269,3,3,5
44902,69,4,NA,NA
44903,345,4,5,1
44904,688,4,4,5
44905,891,3,4,2
44906,842,3,3,1
44907,11,3,NA,NA
44908,185,4,NA,NA
44909,267,3,3,1
44910,745,1,1,1
44911,100,1,NA,NA
44912,173,1,NA,NA
44913,186,3,NA,NA
44914,712,3,5,3
44915,831,4,4,3
44916,856,4,2,2
44917,102,1,NA,NA
44918,32,1,NA,NA
44919,78,2,NA,NA
44920,NA,4,3,2
44921,138,3,NA,NA
44922,184,3,NA,NA
44923,155,3,NA,NA
44924,138,1,NA,NA
44925,72,1,NA,NA
44926,35,1,NA,NA
44927,496,1,1,1
44928,930,4,3,1
44929,89,3,NA,NA
44930,433,1,4,3
44931,337,1,3,6
44932,193,4,NA,NA
44933,587,3,4,1
44934,601,3,4,1
44935,86,4,NA,NA
44936,76,3,NA,NA
44937,598,3,3,2
44938,677,3,3,1
44939,674,3,4,1
44940,480,2,4,5
44941,775,3,5,1
44942,186,1,NA,NA
44943,241,3,4,5
44944,133,3,NA,NA
44945,76,3,NA,NA
44946,248,3,2,6
44947,195,4,NA,NA
44948,26,3,NA,NA
44949,53,3,NA,NA
44950,NA,4,1,2
44951,725,4,4,1
44952,162,1,NA,NA
44953,332,4,4,5
44954,466,3,5,1
44955,77,3,NA,NA
44956,35,3,NA,NA
44957,92,1,NA,NA
44958,518,3,5,3
44959,745,3,1,1
44960,318,4,4,5
44961,18,1,NA,NA
44962,67,1,NA,NA
44963,36,4,NA,NA
44964,36,4,NA,NA
44965,269,3,4,5
44966,149,5,NA,NA
44967,525,5,3,1
44968,19,4,NA,NA
44969,367,4,3,5
44970,676,3,5,1
44971,893,4,1,2
44972,536,4,4,1
44973,575,1,2,6
44974,51,1,NA,NA
44975,48,3,NA,NA
44976,282,3,5,5
44977,176,4,NA,NA
44978,422,3,4,5
44979,191,3,NA,NA
44980,916,3,4,1
44981,134,1,NA,NA
44982,511,3,5,3
44983,41,3,NA,NA
