SEQN,RIDAGEMN,RIDRETH1,DMDEDUC2,DMDMARTL
47337,576,4,3,1
47338,182,3,NA,NA
47339,591,3,2,1
47340,394,4,3,5
47341,110,4,NA,NA
47342,183,2,NA,NA
47343,NA,3,4,3
47344,22,3,NA,NA
47345,735,1,5,1
47346,259,4,4,5
47347,201,3,NA,NA
47348,761,1,5,2
47349,102,2,NA,NA
47350,654,1,4,3
47351,60,1,NA,NA
47352,803,2,1,1
47353,362,5,5,1
47354,7,3,NA,NA
47355,244,1,3,5
47356,401,2,1,1
47357,167,1,NA,NA
47358,72,4,NA,NA
47359,309,3,4,5
47360,368,3,2,6
47361,782,4,4,2
47362,764,1,5,1
47363,907,2,1,2
47364,1,3,NA,NA
47365,797,2,1,1
47366,628,4,4,1
47367,8,1,NA,NA
47368,517,1,1,1
47369,900,1,1,1
47370,110,2,NA,NA
47371,763,4,2,2
47372,682,3,3,1
47373,108,1,NA,NA
47374,321,3,5,5
47375,739,3,4,1
47376,20,4,NA,NA
47377,647,5,5,1
47378,582,3,2,5
47379,96,4,NA,NA
47380,695,1,2,1
47381,83,1,NA,NA
47382,839,4,3,2
47383,35,5,NA,NA
47384,776,1,1,3
47385,356,3,3,1
47386,600,2,3,6
47387,448,4,3,1
47388,764,1,1,1
47389,725,4,3,1
47390,155,3,NA,NA
47391,324,3,3,1
47392,34,3,NA,NA
47393,240,4,4,5
47394,NA,3,1,1
47395,484,3,5,5
47396,911,2,5,3
47397,748,3,4,1
47398,342,2,3,5
47399,500,4,4,1
47400,9,1,NA,NA
47401,2,4,NA,NA
47402,323,3,5,5
47403,735,4,5,1
47404,604,4,5,1
47405,348,4,3,6
47406,199,4,NA,NA
47407,542,4,5,1
47408,146,1,NA,NA
47409,91,3,NA,NA
47410,531,1,1,6
47411,456,4,4,5
47412,540,4,2,5
47413,NA,3,3,2
47414,676,3,3,1
47415,70,2,NA,NA
47416,436,1,2,1
47417,208,1,NA,NA
47418,549,3,4,1
47419,424,2,1,1
47420,607,2,3,3
47421,784,5,3,3
47422,514,1,5,1
47423,150,3,NA,NA
47424,49,4,NA,NA
47425,733,3,3,1
47426,943,3,3,1
47427,151,3,NA,NA
47428,NA,3,4,1
47429,210,3,NA,NA
47430,525,4,4,1
47431,178,3,NA,NA
47432,699,3,5,1
47433,226,1,NA,NA
47434,249,4,2,5
47435,289,4,2,5
47436,55,3,NA,NA
47437,481,3,2,1
47438,725,3,5,3
47439,27,5,NA,NA
47440,295,3,2,6
47441,247,1,3,5
47442,255,1,2,5
47443,2,3,NA,NA
47444,485,1,5,1
47445,41,4,NA,NA
47446,130,3,NA,NA
47447,519,4,5,5
47448,77,1,NA,NA
47449,182,3,NA,NA
47450,155,2,NA,NA
47451,2,2,NA,NA
47452,674,2,4,3
47453,2,3,NA,NA
47454,11,3,NA,NA
47455,877,3,2,1
47456,78,3,NA,NA
47457,50,1,NA,NA
47458,291,4,2,5
47459,4,4,NA,NA
47460,559,3,2,1
47461,75,1,NA,NA
47462,321,2,5,1
47463,87,4,NA,NA
47464,NA,3,4,2
47465,NA,3,4,1
47466,571,1,3,3
47467,5,1,NA,NA
47468,115,2,NA,NA
47469,664,3,4,3
47470,97,4,NA,NA
47471,NA,3,1,1
47472,372,4,4,5
47473,228,4,NA,NA
47474,85,3,NA,NA
47475,537,3,5,1
47476,47,3,NA,NA
47477,711,3,3,1
47478,7,4,NA,NA
47479,69,3,NA,NA
47480,6,3,NA,NA
47481,532,5,2,3
47482,81,3,NA,NA
47483,83,3,NA,NA
47484,122,1,NA,NA
47485,733,3,5,1
47486,27,4,NA,NA
47487,223,4,NA,NA
47488,79,1,NA,NA
47489,199,4,NA,NA
47490,812,3,4,2
47491,207,4,NA,NA
47492,NA,3,4,2
47493,525,3,3,1
47494,84,4,NA,NA
47495,140,2,NA,NA
47496,236,3,NA,NA
47497,595,3,4,3
47498,559,3,3,1
47499,204,4,NA,NA
47500,693,1,1,2
47501,76,4,NA,NA
47502,343,3,3,5
47503,83,1,NA,NA
47504,98,4,NA,NA
47505,940,3,4,1
47506,318,1,2,1
47507,164,2,NA,NA
47508,320,3,4,5
47509,140,3,NA,NA
47510,0,3,NA,NA
47511,863,3,1,3
47512,632,3,5,1
47513,602,1,2,6
47514,224,3,NA,NA
47515,225,4,NA,NA
47516,161,3,NA,NA
47517,219,1,NA,NA
47518,928,3,4,1
47519,596,3,3,5
47520,676,3,5,1
47521,44,4,NA,NA
47522,697,4,4,1
47523,655,3,5,2
47524,917,3,1,1
47525,85,1,NA,NA
47526,88,1,NA,NA
47527,NA,3,5,1
47528,489,4,5,3
47529,NA,4,1,1
47530,174,1,NA,NA
47531,107,5,NA,NA
47532,751,3,4,1
47533,759,3,5,1
47534,613,3,4,1
47535,361,1,2,1
47536,342,2,4,1
47537,648,1,5,1
47538,347,3,4,1
47539,130,3,NA,NA
47540,133,5,NA,NA
47541,381,3,2,1
47542,25,4,NA,NA
47543,265,1,3,1
47544,329,1,3,6
47545,36,1,NA,NA
47546,92,1,NA,NA
47547,233,1,NA,NA
47548,87,1,NA,NA
47549,166,3,NA,NA
47550,433,1,1,6
47551,865,4,2,3
47552,673,1,5,1
47553,594,2,1,1
47554,59,2,NA,NA
47555,65,4,NA,NA
47556,153,1,NA,NA
47557,9,1,NA,NA
47558,474,3,4,5
47559,43,1,NA,NA
47560,853,3,4,2
47561,56,5,NA,NA
47562,178,3,NA,NA
47563,628,3,3,1
47564,552,3,4,1
47565,218,3,NA,NA
47566,146,4,NA,NA
47567,703,4,4,3
47568,147,1,NA,NA
47569,60,1,NA,NA
47570,19,1,NA,NA
47571,465,4,3,5
47572,826,3,2,3
47573,105,4,NA,NA
47574,615,4,1,1
47575,297,4,2,5
47576,42,2,NA,NA
47577,293,4,2,5
47578,667,3,5,5
47579,826,2,1,1
47580,585,4,2,3
47581,59,3,NA,NA
47582,12,1,NA,NA
47583,65,2,NA,NA
47584,25,1,NA,NA
47585,174,2,NA,NA
47586,332,2,4,1
47587,NA,3,2,2
47588,934,3,4,2
47589,620,4,4,1
47590,592,3,4,5
47591,190,3,NA,NA
47592,2,1,NA,NA
47593,333,3,3,1
47594,NA,3,5,1
47595,231,4,NA,NA
47596,276,1,2,1
47597,9,4,NA,NA
47598,268,1,1,5
47599,137,1,NA,NA
47600,456,1,5,1
47601,NA,3,5,1
47602,641,5,4,1
47603,624,1,2,6
47604,188,1,NA,NA
47605,117,4,NA,NA
47606,136,3,NA,NA
47607,614,5,4,1
47608,127,3,NA,NA
47609,96,2,NA,NA
47610,758,2,1,1
47611,3,1,NA,NA
47612,10,3,NA,NA
47613,NA,3,5,2
47614,911,3,1,2
47615,417,4,1,6
47616,177,2,NA,NA
47617,124,3,NA,NA
47618,104,3,NA,NA
47619,448,1,3,1
47620,855,1,1,1
47621,696,1,2,3
47622,35,4,NA,NA
47623,661,4,4,3
47624,698,3,3,1
47625,51,3,NA,NA
47626,813,3,5,1
47627,749,4,3,1
47628,8,1,NA,NA
47629,26,3,NA,NA
47630,1,1,NA,NA
47631,858,3,4,1
47632,255,3,4,5
47633,399,2,2,6
47634,49,4,NA,NA
47635,802,1,4,5
47636,890,1,1,1
47637,486,1,4,1
47638,168,4,NA,NA
47639,206,3,NA,NA
47640,590,4,4,4
47641,184,3,NA,NA
47642,738,4,4,1
47643,NA,3,4,2
47644,16,1,NA,NA
47645,53,1,NA,NA
47646,NA,3,1,2
47647,68,4,NA,NA
47648,864,4,5,1
47649,404,2,3,1
47650,758,3,5,2
47651,NA,3,1,3
47652,462,3,2,1
47653,281,1,3,3
47654,445,4,3,1
47655,109,4,NA,NA
47656,163,2,NA,NA
47657,111,4,NA,NA
47658,90,4,NA,NA
47659,523,3,5,1
47660,264,3,3,5
47661,871,3,3,2
47662,403,4,5,5
47663,174,2,NA,NA
47664,4,3,NA,NA
47665,12,4,NA,NA
47666,290,4,5,1
47667,48,4,NA,NA
47668,826,4,2,3
47669,53,4,NA,NA
47670,13,1,NA,NA
47671,719,3,3,1
47672,134,4,NA,NA
47673,NA,3,4,2
47674,229,4,NA,NA
47675,297,1,3,6
47676,20,1,NA,NA
47677,687,4,2,4
47678,747,1,3,1
47679,238,3,NA,NA
47680,9,1,NA,NA
47681,185,2,NA,NA
47682,62,1,NA,NA
47683,NA,2,1,1
47684,40,3,NA,NA
47685,646,1,1,1
47686,55,1,NA,NA
47687,23,4,NA,NA
47688,51,2,NA,NA
47689,954,3,4,1
47690,141,3,NA,NA
47691,232,4,NA,NA
47692,114,1,NA,NA
47693,102,4,NA,NA
47694,591,4,2,4
47695,3,3,NA,NA
47696,750,4,5,1
47697,602,3,1,1
47698,660,2,5,5
47699,863,4,2,2
47700,168,3,NA,NA
47701,726,5,5,1
47702,351,3,4,1
47703,8,4,NA,NA
47704,432,3,3,1
47705,892,3,4,1
47706,533,3,5,1
47707,22,3,NA,NA
47708,425,1,1,1
47709,719,5,1,1
47710,26,1,NA,NA
47711,358,3,5,3
47712,524,1,1,1
47713,1,3,NA,NA
47714,77,1,NA,NA
47715,NA,3,3,1
47716,577,3,5,1
47717,256,1,4,6
47718,175,3,NA,NA
47719,82,1,NA,NA
47720,114,2,NA,NA
47721,737,4,5,3
47722,4,1,NA,NA
47723,230,1,NA,NA
47724,507,1,1,5
47725,849,4,1,5
47726,0,1,NA,NA
47727,507,3,5,1
47728,880,4,1,1
47729,128,4,NA,NA
47730,815,3,1,3
47731,179,3,NA,NA
47732,455,3,3,6
47733,130,1,NA,NA
47734,177,2,NA,NA
47735,446,3,5,1
47736,440,4,3,1
47737,183,3,NA,NA
47738,435,3,4,3
47739,201,4,NA,NA
47740,807,3,4,3
47741,613,3,5,1
47742,121,4,NA,NA
47743,377,2,4,1
47744,318,2,3,5
47745,126,1,NA,NA
47746,705,5,5,5
47747,210,3,NA,NA
47748,23,1,NA,NA
47749,376,4,2,6
47750,12,1,NA,NA
47751,408,4,4,5
47752,808,1,2,3
47753,191,3,NA,NA
47754,844,4,5,1
47755,90,2,NA,NA
47756,170,1,NA,NA
47757,842,3,3,1
47758,857,3,5,2
47759,648,1,3,1
47760,2,3,NA,NA
47761,50,1,NA,NA
47762,388,4,5,6
47763,322,1,1,1
47764,265,1,3,5
47765,169,3,NA,NA
47766,139,4,NA,NA
47767,139,2,NA,NA
47768,121,3,NA,NA
47769,224,1,NA,NA
47770,NA,4,3,1
47771,958,3,2,2
47772,300,1,2,5
47773,417,4,3,5
47774,413,4,3,6
47775,320,3,1,5
47776,26,4,NA,NA
47777,65,2,NA,NA
47778,815,3,2,1
47779,533,1,2,1
47780,65,3,NA,NA
47781,170,1,NA,NA
47782,212,1,NA,NA
47783,287,3,3,6
47784,63,1,NA,NA
47785,344,3,5,1
47786,619,3,5,1
47787,192,4,NA,NA
47788,904,3,2,1
47789,620,1,1,1
47790,744,3,5,1
47791,444,1,3,1
47792,205,3,NA,NA
47793,672,1,4,1
47794,7,3,NA,NA
47795,NA,3,1,1
47796,20,3,NA,NA
47797,720,2,4,1
47798,41,2,NA,NA
47799,447,3,3,6
47800,242,1,2,5
47801,762,3,2,5
47802,487,1,4,1
47803,420,1,3,1
47804,790,3,4,1
47805,71,1,NA,NA
47806,126,4,NA,NA
47807,374,1,2,3
47808,631,3,5,1
47809,765,4,4,1
47810,746,3,3,1
47811,749,3,3,3
47812,243,1,2,5
47813,756,1,4,1
47814,637,3,2,3
47815,751,1,1,3
47816,102,3,NA,NA
47817,219,3,NA,NA
47818,863,3,3,1
47819,715,3,5,1
47820,446,1,3,1
47821,NA,2,1,1
47822,234,3,NA,NA
47823,527,1,3,4
47824,846,3,4,1
47825,835,2,3,1
47826,440,3,2,1
47827,34,1,NA,NA
47828,94,5,NA,NA
47829,104,4,NA,NA
47830,69,3,NA,NA
47831,631,2,4,1
47832,507,4,3,1
47833,424,3,3,1
47834,17,2,NA,NA
47835,374,3,5,1
47836,581,4,3,3
47837,609,2,1,6
47838,334,3,3,6
47839,3,5,NA,NA
47840,160,4,NA,NA
47841,885,3,5,1
47842,449,4,4,1
47843,384,3,2,3
47844,17,3,NA,NA
47845,46,4,NA,NA
47846,953,3,2,1
47847,190,3,NA,NA
47848,29,3,NA,NA
47849,309,4,3,5
47850,599,3,3,1
47851,NA,3,1,1
47852,91,4,NA,NA
47853,13,4,NA,NA
47854,112,4,NA,NA
47855,150,1,NA,NA
47856,230,4,NA,NA
47857,141,3,NA,NA
47858,346,5,5,1
47859,573,3,2,1
47860,625,3,3,5
47861,165,4,NA,NA
47862,261,3,3,5
47863,40,1,NA,NA
47864,693,2,4,5
47865,495,3,2,1
47866,177,4,NA,NA
47867,252,3,1,1
47868,869,4,5,1
47869,909,3,1,1
47870,305,4,2,5
47871,348,4,2,6
47872,872,4,4,1
47873,5,3,NA,NA
47874,954,3,3,2
47875,88,4,NA,NA
47876,98,2,NA,NA
47877,660,5,4,4
47878,193,2,NA,NA
47879,14,1,NA,NA
47880,602,4,2,5
47881,535,3,3,1
47882,99,2,NA,NA
47883,58,4,NA,NA
47884,4,1,NA,NA
47885,604,3,3,6
47886,893,3,5,2
47887,NA,3,1,1
47888,34,1,NA,NA
47889,102,3,NA,NA
47890,405,5,5,1
47891,125,5,NA,NA
47892,459,1,5,3
47893,1,3,NA,NA
47894,526,3,5,1
47895,313,5,5,5
47896,376,5,4,5
47897,315,4,4,5
47898,163,4,NA,NA
47899,468,1,4,1
47900,17,3,NA,NA
47901,732,2,5,1
47902,205,2,NA,NA
47903,549,3,2,1
47904,776,3,4,1
47905,320,3,2,5
47906,569,1,1,1
47907,5,2,NA,NA
47908,733,3,4,1
47909,833,1,1,1
47910,632,3,2,1
47911,741,4,3,1
47912,233,3,NA,NA
47913,644,3,5,5
47914,60,1,NA,NA
47915,130,4,NA,NA
47916,1,3,NA,NA
47917,26,3,NA,NA
47918,3,3,NA,NA
47919,268,4,3,5
47920,347,3,4,4
47921,50,3,NA,NA
47922,418,1,3,1
47923,107,1,NA,NA
47924,467,3,4,1
47925,NA,3,3,1
47926,487,1,1,1
47927,306,3,5,1
47928,57,4,NA,NA
47929,872,3,5,1
47930,583,3,4,4
47931,NA,3,3,2
47932,169,1,NA,NA
47933,236,3,NA,NA
47934,5,2,NA,NA
47935,NA,4,2,2
47936,555,3,5,1
47937,721,3,4,1
47938,488,3,1,4
47939,903,4,5,2
47940,439,4,3,1
47941,116,3,NA,NA
47942,NA,3,1,5
47943,557,3,4,3
47944,56,2,NA,NA
47945,112,1,NA,NA
47946,173,5,NA,NA
47947,NA,1,1,1
47948,105,3,NA,NA
47949,597,3,4,1
47950,508,2,4,3
47951,300,1,3,1
47952,76,3,NA,NA
47953,163,4,NA,NA
47954,458,1,4,1
47955,10,3,NA,NA
47956,33,3,NA,NA
47957,708,3,2,1
47958,591,3,5,1
47959,212,1,NA,NA
47960,779,3,3,1
47961,496,3,3,1
47962,NA,1,1,2
47963,720,4,2,2
47964,244,4,3,5
47965,60,4,NA,NA
47966,204,4,NA,NA
47967,327,3,5,6
47968,7,2,NA,NA
47969,55,3,NA,NA
47970,35,1,NA,NA
47971,299,3,5,5
47972,813,3,2,2
47973,248,3,3,5
47974,44,2,NA,NA
47975,27,3,NA,NA
47976,689,4,2,1
47977,931,3,1,1
47978,326,3,2,6
47979,819,3,2,3
47980,216,1,NA,NA
47981,47,4,NA,NA
47982,549,3,5,1
47983,26,4,NA,NA
47984,13,3,NA,NA
47985,12,5,NA,NA
47986,852,3,4,3
47987,550,2,1,1
47988,463,2,4,5
47989,74,4,NA,NA
47990,73,1,NA,NA
47991,4,1,NA,NA
47992,120,4,NA,NA
47993,547,4,3,1
47994,NA,3,3,1
47995,830,4,1,3
47996,99,2,NA,NA
47997,539,1,3,1
47998,194,1,NA,NA
47999,2,3,NA,NA
48000,708,3,5,1
48001,134,4,NA,NA
48002,703,3,3,1
48003,443,3,5,1
48004,19,2,NA,NA
48005,881,3,3,1
48006,942,3,3,1
48007,179,1,NA,NA
48008,323,3,3,1
48009,624,3,2,3
48010,948,1,1,2
48011,646,3,4,4
48012,334,3,1,5
48013,318,4,4,5
48014,550,4,3,1
48015,219,4,NA,NA
48016,907,2,3,2
48017,297,1,4,1
48018,708,1,4,1
48019,48,4,NA,NA
48020,444,4,2,5
48021,706,4,4,2
48022,107,4,NA,NA
48023,588,3,2,3
48024,420,1,2,1
48025,88,1,NA,NA
48026,6,1,NA,NA
48027,697,4,4,1
48028,NA,3,3,1
48029,123,1,NA,NA
48030,186,3,NA,NA
48031,46,1,NA,NA
48032,741,2,3,1
48033,698,3,5,1
48034,841,3,2,1
48035,210,4,NA,NA
48036,46,3,NA,NA
48037,171,1,NA,NA
48038,734,1,4,1
48039,128,1,NA,NA
48040,747,4,3,6
48041,216,3,NA,NA
48042,956,3,2,2
48043,142,4,NA,NA
48044,201,4,NA,NA
48045,353,3,4,5
48046,80,4,NA,NA
48047,681,5,4,1
48048,581,2,1,6
48049,189,4,NA,NA
48050,603,1,1,4
48051,553,3,2,5
48052,393,3,4,5
48053,10,1,NA,NA
48054,545,4,5,4
48055,696,4,2,1
48056,294,1,1,1
48057,82,4,NA,NA
48058,629,1,4,1
48059,7,3,NA,NA
48060,436,3,5,1
48061,NA,3,3,1
48062,637,2,2,5
48063,539,4,4,3
48064,220,3,NA,NA
48065,958,3,1,1
48066,387,1,5,1
48067,548,3,4,1
48068,814,3,4,1
48069,714,3,5,3
48070,810,1,2,1
48071,549,3,4,1
48072,190,2,NA,NA
48073,235,3,NA,NA
48074,263,2,3,5
48075,141,2,NA,NA
48076,840,3,4,1
48077,478,4,5,1
48078,568,3,3,1
48079,66,3,NA,NA
48080,61,3,NA,NA
48081,457,5,5,6
48082,80,3,NA,NA
48083,46,1,NA,NA
48084,12,3,NA,NA
48085,97,3,NA,NA
48086,905,3,4,1
48087,396,4,5,1
48088,448,2,2,1
48089,482,3,4,5
48090,97,1,NA,NA
48091,226,2,NA,NA
48092,453,4,3,1
48093,25,4,NA,NA
48094,NA,3,1,2
48095,700,4,5,2
48096,10,1,NA,NA
48097,600,1,1,4
48098,NA,1,9,2
48099,280,2,4,5
48100,NA,5,4,1
48101,876,3,3,1
48102,108,1,NA,NA
48103,597,5,5,1
48104,106,3,NA,NA
48105,262,3,3,5
48106,74,3,NA,NA
48107,300,4,2,5
48108,NA,3,3,1
48109,311,1,3,5
48110,88,3,NA,NA
48111,19,1,NA,NA
48112,199,3,NA,NA
48113,112,1,NA,NA
48114,9,5,NA,NA
48115,256,1,3,5
48116,236,3,NA,NA
48117,394,3,4,1
48118,102,4,NA,NA
48119,180,5,NA,NA
48120,205,2,NA,NA
48121,261,3,4,5
48122,109,3,NA,NA
48123,148,3,NA,NA
48124,49,1,NA,NA
48125,772,1,1,1
48126,118,4,NA,NA
48127,297,1,4,5
48128,495,1,1,5
48129,229,2,NA,NA
48130,281,1,2,5
48131,141,3,NA,NA
48132,11,1,NA,NA
48133,629,3,3,1
48134,358,3,3,1
48135,772,3,4,2
48136,9,1,NA,NA
48137,191,4,NA,NA
48138,123,3,NA,NA
48139,754,2,4,1
48140,831,1,2,3
48141,332,2,2,3
48142,79,1,NA,NA
48143,690,1,3,1
48144,344,3,5,1
48145,7,3,NA,NA
48146,743,4,4,5
48147,146,1,NA,NA
48148,598,2,2,1
48149,43,1,NA,NA
48150,440,3,3,3
48151,668,3,4,1
48152,89,4,NA,NA
48153,NA,3,4,2
48154,214,3,NA,NA
48155,457,4,4,5
48156,692,3,5,5
48157,230,2,NA,NA
48158,34,3,NA,NA
48159,741,4,4,3
48160,414,1,1,1
48161,832,4,1,4
48162,NA,3,2,1
48163,527,4,2,3
48164,838,5,4,1
48165,440,3,2,3
48166,71,1,NA,NA
48167,911,3,3,1
48168,568,3,5,1
48169,583,1,4,1
48170,327,5,5,1
48171,825,2,1,2
48172,415,3,5,1
48173,273,4,2,5
48174,138,3,NA,NA
48175,708,4,5,1
48176,718,3,3,1
48177,399,2,4,5
48178,12,1,NA,NA
48179,12,1,NA,NA
48180,32,3,NA,NA
48181,489,3,5,1
48182,691,3,3,1
48183,55,3,NA,NA
48184,16,1,NA,NA
48185,31,4,NA,NA
48186,190,1,NA,NA
48187,49,4,NA,NA
48188,173,3,NA,NA
48189,462,3,3,1
48190,719,3,3,3
48191,579,1,4,3
48192,404,3,4,1
48193,NA,3,3,1
48194,770,3,3,1
48195,102,1,NA,NA
48196,404,3,2,5
48197,254,3,4,5
48198,284,5,5,5
48199,174,4,NA,NA
48200,660,3,2,3
48201,226,3,NA,NA
48202,77,1,NA,NA
48203,649,3,2,4
48204,299,2,2,5
48205,74,1,NA,NA
48206,168,1,NA,NA
48207,727,3,2,3
48208,634,3,4,5
48209,3,1,NA,NA
48210,27,1,NA,NA
48211,648,4,5,1
48212,46,4,NA,NA
48213,759,1,1,1
48214,322,3,4,5
48215,595,1,1,1
48216,0,1,NA,NA
48217,909,3,3,1
48218,62,3,NA,NA
48219,339,4,3,6
48220,15,1,NA,NA
48221,50,1,NA,NA
48222,424,3,3,1
48223,673,3,1,5
48224,719,3,4,1
48225,532,1,1,1
48226,181,4,NA,NA
48227,1,3,NA,NA
48228,164,4,NA,NA
48229,436,5,4,1
48230,30,3,NA,NA
48231,551,2,1,6
48232,4,1,NA,NA
48233,95,3,NA,NA
48234,4,3,NA,NA
48235,24,3,NA,NA
48236,105,2,NA,NA
48237,501,1,2,5
48238,88,1,NA,NA
48239,58,3,NA,NA
48240,466,4,3,5
48241,397,1,2,3
48242,1,5,NA,NA
48243,47,3,NA,NA
48244,208,4,NA,NA
48245,517,4,2,1
48246,216,3,NA,NA
48247,842,3,2,5
48248,601,2,2,1
48249,936,4,5,3
48250,467,1,4,1
48251,823,3,2,1
48252,50,3,NA,NA
48253,743,4,4,1
48254,152,1,NA,NA
48255,99,1,NA,NA
48256,935,3,5,5
48257,617,3,3,4
48258,48,2,NA,NA
48259,74,1,NA,NA
48260,825,4,5,1
48261,44,4,NA,NA
48262,170,4,NA,NA
48263,136,1,NA,NA
48264,528,2,5,5
48265,736,3,3,1
48266,564,4,4,3
48267,63,2,NA,NA
48268,153,5,NA,NA
48269,502,1,1,1
48270,381,3,2,1
48271,867,3,1,1
48272,847,3,3,1
48273,99,1,NA,NA
48274,85,1,NA,NA
48275,282,2,4,1
48276,770,4,3,1
48277,804,4,2,1
48278,898,4,4,1
48279,668,2,3,1
48280,109,3,NA,NA
48281,205,3,NA,NA
48282,834,3,5,1
48283,193,1,NA,NA
48284,772,3,3,1
48285,171,1,NA,NA
48286,449,3,5,1
48287,487,3,5,1
48288,112,4,NA,NA
48289,805,3,2,2
48290,281,3,5,5
48291,172,1,NA,NA
48292,231,1,NA,NA
48293,28,1,NA,NA
48294,482,3,4,1
48295,64,3,NA,NA
48296,461,3,4,1
48297,645,3,4,1
48298,681,3,3,1
48299,4,1,NA,NA
48300,345,1,2,1
48301,504,4,2,1
48302,54,1,NA,NA
48303,164,5,NA,NA
48304,22,4,NA,NA
48305,131,4,NA,NA
48306,931,3,3,1
48307,488,3,4,1
48308,449,1,3,1
48309,NA,3,1,2
48310,279,3,2,6
48311,99,3,NA,NA
48312,596,4,5,3
48313,866,4,1,5
48314,727,3,4,3
48315,488,3,4,1
48316,505,1,4,1
48317,467,3,3,1
48318,216,3,NA,NA
48319,155,3,NA,NA
48320,946,2,1,1
48321,307,4,2,5
48322,729,4,2,1
48323,259,2,4,5
48324,163,4,NA,NA
48325,946,2,5,1
48326,171,3,NA,NA
48327,886,5,4,4
48328,189,1,NA,NA
48329,77,4,NA,NA
48330,22,1,NA,NA
48331,171,3,NA,NA
48332,38,3,NA,NA
48333,104,3,NA,NA
48334,208,1,NA,NA
48335,803,3,2,1
48336,538,3,3,1
48337,794,5,5,1
48338,NA,3,5,1
48339,200,2,NA,NA
48340,58,1,NA,NA
48341,559,1,1,4
48342,381,4,3,5
48343,382,4,5,1
48344,12,3,NA,NA
48345,280,5,4,5
48346,819,3,2,2
48347,391,4,3,5
48348,670,4,5,5
48349,253,4,2,5
48350,653,4,4,3
48351,85,4,NA,NA
48352,146,1,NA,NA
48353,449,1,2,1
48354,895,4,1,5
48355,220,4,NA,NA
48356,368,3,4,1
48357,4,2,NA,NA
48358,442,3,3,1
48359,399,3,3,5
48360,493,3,5,1
48361,497,3,4,1
48362,721,3,5,1
48363,190,3,NA,NA
48364,8,2,NA,NA
48365,643,1,1,1
48366,399,3,5,1
48367,182,5,NA,NA
48368,936,3,5,1
48369,41,1,NA,NA
48370,603,1,2,1
48371,210,3,NA,NA
48372,569,3,5,1
48373,3,3,NA,NA
48374,605,1,2,3
48375,52,1,NA,NA
48376,50,1,NA,NA
48377,493,3,3,3
48378,29,1,NA,NA
48379,373,3,4,3
48380,535,3,3,1
48381,417,5,4,1
48382,432,1,2,1
48383,12,3,NA,NA
48384,NA,3,3,2
48385,12,2,NA,NA
48386,96,3,NA,NA
48387,432,1,2,1
48388,4,5,NA,NA
48389,681,3,5,6
48390,331,4,2,5
48391,771,4,3,1
48392,44,3,NA,NA
48393,27,3,NA,NA
48394,214,5,NA,NA
48395,111,4,NA,NA
48396,449,1,5,1
48397,240,5,4,5
48398,760,4,2,1
48399,221,4,NA,NA
48400,256,3,4,5
48401,725,3,4,1
48402,271,2,4,5
48403,472,3,2,1
48404,NA,3,3,2
48405,71,4,NA,NA
48406,364,4,5,5
48407,NA,4,1,2
48408,798,2,1,1
48409,104,5,NA,NA
48410,222,3,NA,NA
48411,116,1,NA,NA
48412,112,3,NA,NA
48413,762,3,3,5
48414,702,3,4,3
48415,595,4,3,1
48416,49,1,NA,NA
48417,172,2,NA,NA
48418,322,5,5,1
48419,69,3,NA,NA
48420,162,3,NA,NA
48421,103,4,NA,NA
48422,452,2,3,1
48423,764,1,3,1
48424,NA,3,4,2
48425,468,3,5,1
48426,1,4,NA,NA
48427,761,3,4,1
48428,21,2,NA,NA
48429,884,4,2,4
48430,218,1,NA,NA
48431,479,3,4,1
48432,51,3,NA,NA
48433,891,3,5,1
48434,46,3,NA,NA
48435,17,5,NA,NA
48436,121,5,NA,NA
48437,138,1,NA,NA
48438,657,1,4,1
48439,254,4,4,5
48440,202,4,NA,NA
48441,98,1,NA,NA
48442,46,3,NA,NA
48443,566,4,4,5
48444,13,3,NA,NA
48445,34,5,NA,NA
48446,583,3,1,5
48447,81,4,NA,NA
48448,29,3,NA,NA
48449,890,5,7,77
48450,NA,5,4,2
48451,732,3,2,2
48452,621,4,2,6
48453,832,3,2,1
48454,118,1,NA,NA
48455,865,3,1,2
48456,456,2,2,1
48457,76,4,NA,NA
48458,622,4,3,4
48459,171,3,NA,NA
48460,451,1,4,1
48461,556,1,3,1
48462,87,1,NA,NA
48463,161,3,NA,NA
48464,140,1,NA,NA
48465,368,4,3,5
48466,952,3,1,1
48467,15,3,NA,NA
48468,473,5,4,6
48469,56,4,NA,NA
48470,20,2,NA,NA
48471,804,3,2,1
48472,0,1,NA,NA
48473,645,1,1,1
48474,472,1,1,1
48475,188,3,NA,NA
48476,419,4,3,5
48477,138,3,NA,NA
48478,307,4,2,6
48479,14,1,NA,NA
48480,332,3,3,6
48481,138,4,NA,NA
48482,NA,4,2,1
48483,58,3,NA,NA
48484,61,1,NA,NA
48485,339,4,2,6
48486,NA,3,4,1
48487,0,3,NA,NA
48488,338,2,2,5
48489,88,2,NA,NA
48490,5,3,NA,NA
48491,525,2,2,1
48492,828,4,4,5
48493,262,3,3,5
48494,NA,3,1,1
48495,691,3,5,1
48496,704,4,4,1
48497,541,3,5,1
48498,126,2,NA,NA
48499,238,3,NA,NA
48500,869,2,4,1
48501,912,3,2,1
48502,685,3,5,1
48503,698,3,3,5
48504,851,3,2,2
48505,208,4,NA,NA
48506,21,3,NA,NA
48507,301,4,4,1
48508,556,2,4,1
